ID,Pasta,faultyVersion,correctVersion,faultLocation,Dificuldade,Dir,Date,Difficulty
45536785,abc261_a,"l1,r1,l2,r2=map(int,input().split())
ans=0
for i in range(0,100):
    if l1<i<=r1 and l2<i<=r2:
        ans+=1
print(ans)","l1,r1,l2,r2=map(int,input().split())
ans=0
for i in range(0,101):
    if l1<i<=r1 and l2<i<=r2:
        ans+=1
print(ans)",3,a,abc261_a/45536785,2022-07-23,51
45037018,abc268_d,"# import pypyjit;pypyjit.set_param(""max_unroll_recursion=-1"")
# from bisect import *
# from collections import *
# from heapq import *
from itertools import *

# from math import *
# from datetime import *
# from decimal import *  # PyPyだと遅い
# from string import ascii_lowercase,ascii_uppercase
# import numpy as np
import sys

# sys.setrecursionlimit(10**6) # PyPyだと遅い
INF = 1 << 61
MOD = 998244353
# MOD = 10**9 + 7
File = sys.stdin


def input():
    return File.readline()[:-1]


# ///////////////////////////////////////////////////////////////////////////


N, M = map(int, input().split())
S = [input() for _ in range(N)]
T = set([input() for _ in range(M)])

total_length = sum([len(i) for i in S])

under = [
    [""_"" * j for j in i]
    for i in product(list(range(1, 16 - total_length + 1)), repeat=N - 1)
    if 3 <= sum(i) <= 16 - total_length
]

for i in permutations(S):
    for j in under:
        l = []
        for k in range(N):
            l.append(i[k])
            if k < N - 1:
                l.append(j[k])
        st = """".join((l))
        if st not in T and 3 <= len(st) <= 16:
            print(st)
            exit()

print(-1)
","# import pypyjit;pypyjit.set_param(""max_unroll_recursion=-1"")
# from bisect import *
# from collections import *
# from heapq import *
from itertools import *

# from math import *
# from datetime import *
# from decimal import *  # PyPyだと遅い
# from string import ascii_lowercase,ascii_uppercase
# import numpy as np
import sys

# sys.setrecursionlimit(10**6) # PyPyだと遅い
INF = 1 << 61
MOD = 998244353
# MOD = 10**9 + 7
File = sys.stdin


def input():
    return File.readline()[:-1]


# ///////////////////////////////////////////////////////////////////////////


N, M = map(int, input().split())
S = [input() for _ in range(N)]
T = set([input() for _ in range(M)])

total_length = sum([len(i) for i in S])

under = [
    [""_"" * j for j in i]
    for i in product(list(range(1, 16 - total_length + 1)), repeat=N - 1)
    if sum(i) <= 16 - total_length
]

for i in permutations(S):
    for j in under:
        l = []
        for k in range(N):
            l.append(i[k])
            if k < N - 1:
                l.append(j[k])
        st = """".join((l))
        if st not in T and 3 <= len(st) <= 16:
            print(st)
            exit()

print(-1)
",37,d,abc268_d/45037018,2022-09-10,1309
43234436,arc162_c,"from itertools import permutations as perm
from itertools import combinations, product, combinations_with_replacement, groupby, accumulate
from fractions import Fraction
from collections import *
from sys import stdin
from bisect import *
from heapq import *

#import numpy as np
# from math import *
 
g   = lambda : stdin.readline().strip()
#[gl[0], dl[1], ...]
gl  = lambda : g().split()
#gl -> int
gil = lambda : [int(var) for var in gl()]
#[n] = gil(""A"") -> n = A
#[n,m] = gil(""A B"") -> n = A, M = B
#n=gil(""A B C D ..."") -> n = [A, B, C, D, ...]

gfl = lambda : [float(var) for var in gl()]

gcl = lambda : list(g())

gbs = lambda : [int(var) for var in g()]
#[n]= gbs(""A"") -> n = A

arr = lambda l:"" "".join(str(n) for n in l)  
#arr([1,2,3,...]) -> ""1 2 3 ..."" 配列で答えをprintする時に使う

mod = int(1e9)+7
inf = 2**30

[T]=gil()
def query():
	[N,K]=gil()
	
	Tree = [[] for i in range(N+1)]
	P = gil()
	A = gil()

	for i,p in enumerate(P,1):
		p -= 1
		Tree[p].append(i)
		Tree[i].append(p)

	P=[-1]+P
	
	for i in range(N):
				
		num = 0
		s = set()
		q = [i]
		while q:
			now = q.pop()
			if A[now] == -1:
				num += 1
			else:
				s.add(A[now])
			
			for nex in Tree[now]:
				if nex == P[now]-1:
					continue
				q.append(nex)
			
		mex = -1
		need = [0]*(K+1)
		for j in range(K+1):
			if j in s:
				need[j]=1
		
		if need[K] or num > 1:
			continue #""Bob""かもしれない
		
		count = 0
		
		for j in range(K):
			if need[j] == 0:
				count += 1
				
		if count == 0:
			return ""Alice""
		if count == 1 and num == 1:
			return ""Alice""
	
		return ""Bob""	
		
def main():
	for _ in range(T):
		print(query())

if __name__ == '__main__':
	main()","from itertools import permutations as perm
from itertools import combinations, product, combinations_with_replacement, groupby, accumulate
from fractions import Fraction
from collections import *
from sys import stdin
from bisect import *
from heapq import *

#import numpy as np
# from math import *
 
g   = lambda : stdin.readline().strip()
#[gl[0], dl[1], ...]
gl  = lambda : g().split()
#gl -> int
gil = lambda : [int(var) for var in gl()]
#[n] = gil(""A"") -> n = A
#[n,m] = gil(""A B"") -> n = A, M = B
#n=gil(""A B C D ..."") -> n = [A, B, C, D, ...]

gfl = lambda : [float(var) for var in gl()]

gcl = lambda : list(g())

gbs = lambda : [int(var) for var in g()]
#[n]= gbs(""A"") -> n = A

arr = lambda l:"" "".join(str(n) for n in l)  
#arr([1,2,3,...]) -> ""1 2 3 ..."" 配列で答えをprintする時に使う

mod = int(1e9)+7
inf = 2**30

[T]=gil()
def query():
	[N,K]=gil()
	
	Tree = [[] for i in range(N+1)]
	P = gil()
	A = gil()

	for i,p in enumerate(P,1):
		p -= 1
		Tree[p].append(i)
		Tree[i].append(p)

	P=[-1]+P
	
	for i in range(N):
				
		num = 0
		s = set()
		q = [i]
		while q:
			now = q.pop()
			if A[now] == -1:
				num += 1
			else:
				s.add(A[now])
			
			for nex in Tree[now]:
				if nex == P[now]-1:
					continue
				q.append(nex)
			
		mex = -1
		need = [0]*(K+1)
		for j in range(K+1):
			if j in s:
				need[j]=1
		
		if need[K] or num > 1:
			continue #""Bob""かもしれない
		
		count = 0
		
		for j in range(K):
			if need[j] == 0:
				count += 1
				
		if count == 0:
			return ""Alice""
		if count == 1 and num == 1:
			return ""Alice""
	
	return ""Bob""	
		
def main():
	for _ in range(T):
		print(query())

if __name__ == '__main__':
	main()",86,c,arc162_c/43234436,2023-06-18,1655
45920869,abc321_g,"n,m,*E=map(int,open(0).read().split())
*X,=*D,=C=[0]*2**n
*F,P=1,998244353
while m:m-=1;C[1<<E[m]-1]+=1;D[1<<E[~m]-1]+=1;F+=F[-1]*len(F)%P,
for i in range(1<<n):
 j=k=i-1&i;c=C[i]=C[j]+C[i^j];d=D[i]=D[j]+D[i^j];x=F[c]
 while j:x-=X[i^j]*F[C[j]];j=j-1&k
 X[i]=x*(c==d)%P
print(sum(x*F[c]for x,c in zip(X,C[::-1]))*pow(F[-1],P-2,P)%P)","n,m,*E=map(int,open(0).read().split())
*X,=*D,=C=[0]*2**n
*F,P=1,998244353
while m:m-=1;C[1<<E[m]-1]+=1;D[1<<E[~m]-1]+=1;F+=F[-1]*len(F)%P,
for i in range(1<<n):
 j=k=i-1&i;c=C[i]=C[j]+C[i^j];d=D[i]=D[j]+D[i^j];x=F[c]
 while j:x-=X[i^j]*F[C[j]];j=j-1&k
 X[i]=x*(c==d)%P
print(sum(x*F[c]for x,c in zip(X,C[::-1]))*pow(F[-1],P-2,P)%P-1)",9,g,abc321_g/45920869,2023-09-23,2439
45556624,abc251_e,"import sys

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines


N, *A = map(int, read().split())
inf = 1 << 60

ans = inf

dp = [[inf, inf] for _ in range(N + 1)]
dp[1][0] = 0
for i in range(1, N):
    dp[i + 1][0] = dp[i][1]
    dp[i + 1][1] = min(dp[i]) + A[i]

ans = min(ans, dp[N][1])

dp = [[inf, inf] for _ in range(N + 1)]
dp[1][1] = A[0]
for i in range(1, N):
    dp[i + 1][0] = dp[i][1]
    dp[i + 1][1] = min(dp[i]) + A[i]

ans = min(ans, dp[N][0])

print(ans)
","import sys

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines


N, *A = map(int, read().split())
inf = 1 << 60

ans = inf

dp = [[inf, inf] for _ in range(N + 1)]
dp[1][0] = 0
for i in range(1, N):
    dp[i + 1][0] = dp[i][1]
    dp[i + 1][1] = min(dp[i]) + A[i]

ans = min(ans, dp[N][1])

dp = [[inf, inf] for _ in range(N + 1)]
dp[1][1] = A[0]
for i in range(1, N):
    dp[i + 1][0] = dp[i][1]
    dp[i + 1][1] = min(dp[i]) + A[i]

ans = min(ans, min(dp[N]))

print(ans)
",27,e,abc251_e/45556624,2022-05-14,1227
54010383,abc237_d,"class Node:
  def __init__(self, value=""""):
    self.nex = None
    self.pre = None
    self.value = value


#N = 5
#S = ""LRRLR""
N = int(input())
S = input()

nil = Node()
nil.nex = nil
nil.pre = nil
recent_node = Node(0)
recent_node.nex = nil
recent_node.pre = nil

for i in range(1, N+1):
  new_node = Node(i)
  if S[i-1] == ""L"":
    A = recent_node.pre
    A.nex = new_node
    new_node.nex = recent_node
    new_node.pre = A
    recent_node.pre = new_node
  else: 
    B = recent_node.nex
    B.pre = new_node
    new_node.nex = B
    new_node.pre = recent_node
    recent_node.nex = new_node

  recent_node = new_node
  print(recent_node.value)

after_recent = list()
n = recent_node
while(n != nil):
  #print(n.value)
  after_recent.append(n.value)
  n = n.nex 

before_recent = list()
n = recent_node
while(n != nil):
  #print(n.value)
  before_recent.append(n.value)
  n = n.pre

before_recent.reverse()
ans = before_recent[:-1] + after_recent
print(*ans)
","class Node:
  def __init__(self, value=""""):
    self.nex = None
    self.pre = None
    self.value = value


#N = 5
#S = ""LRRLR""
N = int(input())
S = input()

nil = Node()
nil.nex = nil
nil.pre = nil
recent_node = Node(0)
recent_node.nex = nil
recent_node.pre = nil

for i in range(1, N+1):
  new_node = Node(i)
  if S[i-1] == ""L"":
    A = recent_node.pre
    A.nex = new_node
    new_node.nex = recent_node
    new_node.pre = A
    recent_node.pre = new_node
  else: 
    B = recent_node.nex
    B.pre = new_node
    new_node.nex = B
    new_node.pre = recent_node
    recent_node.nex = new_node

  recent_node = new_node
  #print(recent_node.value)

after_recent = list()
n = recent_node
while(n != nil):
  #print(n.value)
  after_recent.append(n.value)
  n = n.nex 

before_recent = list()
n = recent_node
while(n != nil):
  #print(n.value)
  before_recent.append(n.value)
  n = n.pre

before_recent.reverse()
ans = before_recent[:-1] + after_recent
print(*ans)



",36,d,abc237_d/54010383,2022-01-30,544
44877017,abc242_a,"#!/usr/bin/env python3

import sys

a, b, c, x = map(int, input().split())

res = 0.0
if x <= a:
   res = 100.0
elif x <= b:
   res = c / (b - a)

print('%.9f' % (res))

","#!/usr/bin/env python3

import sys

a, b, c, x = map(int, input().split())

res = 0.0
if x <= a:
   res = 1.0
elif x <= b:
   res = c / (b - a)

print('%.9f' % (res))

",9,a,abc242_a/44877017,2022-03-05,37
54981846,abc354_a,"H = int(input())
P = 0

for i in range(H):
  P += pow(2, i)
  if P > H:
    print(i + 1)
    break","H = int(input())
P = 0

for i in range(H + 1):
  P += pow(2, i)
  if P > H:
    print(i + 1)
    break",4,a,abc354_a/54981846,2024-05-18,21
45489398,abc303_d,"import sys
import math
from collections import deque
sys.setrecursionlimit(10**6) #pythonの無限再起を防ぐための上限変更
input = sys.stdin.readline

# 303 D
X, Y , Z = map(int, input().split())
S = input()[:-1]

INF = 10000000000
Slen = len(S)
res = [[INF]*2 for i in range(Slen+1)]
res[0][0] = 0
for i in range(Slen):
    if S[i] == 'a':
        if res[i][0] != INF:
            res[i+1][0] = min(res[i+1][0], res[i][0] + X)
            res[i+1][1] = min(res[i+1][1], res[i][0] + Z + Y)

        if res[i][1] != INF:
            res[i+1][0] = min(res[i+1][0], res[i][1] + Z + X)
            res[i+1][1] = min(res[i+1][1], res[i][1] + Y)

    elif S[i] == 'A':
        if res[i][0] != INF:
            res[i+1][1] = min(res[i+1][1], res[i][0] + Z + X)
            res[i+1][0] = min(res[i+1][0], res[i][0] + Y)

        if res[i][1] != INF:
            res[i+1][1] = min(res[i+1][1], res[i][1] + X)
            res[i+1][0] = min(res[i+1][0], res[i][1] + Z + Y)

print(min(res[Slen][0], res[Slen][1]))","import sys
import math
from collections import deque
sys.setrecursionlimit(10**6) #pythonの無限再起を防ぐための上限変更
input = sys.stdin.readline

# 303 D
X, Y , Z = map(int, input().split())
S = input()[:-1]

INF = 1000000000000000
Slen = len(S)
res = [[INF]*2 for i in range(Slen+1)]
res[0][0] = 0
for i in range(Slen):
    if S[i] == 'a':
        if res[i][0] != INF:
            res[i+1][0] = min(res[i+1][0], res[i][0] + X)
            res[i+1][1] = min(res[i+1][1], res[i][0] + Z + Y)

        if res[i][1] != INF:
            res[i+1][0] = min(res[i+1][0], res[i][1] + Z + X)
            res[i+1][1] = min(res[i+1][1], res[i][1] + Y)

    elif S[i] == 'A':
        if res[i][0] != INF:
            res[i+1][1] = min(res[i+1][1], res[i][0] + Z + X)
            res[i+1][0] = min(res[i+1][0], res[i][0] + Y)

        if res[i][1] != INF:
            res[i+1][1] = min(res[i+1][1], res[i][1] + X)
            res[i+1][0] = min(res[i+1][0], res[i][1] + Z + Y)

print(min(res[Slen][0], res[Slen][1]))",11,d,abc303_d/45489398,2023-05-27,778
30174663,abc243_h,"mod = 998244353
h,w = map(int,input().split())
grid = [[0] * w for _ in range(h)]
sx,sy = 0,0
gx,gy = 0,0
for i in range(h):
    ci = input()
    for j in range(w):
        if ci[j] == '.':
            grid[i][j] = 1
        elif ci[j] == 'S':
            sx,sy = i,j
        elif ci[j] == 'G':
            gx,gy = i,j

def rotate(sx,sy,gx,gy,h,w,grid):
    sx,sy = sy,h-sx-1
    gx,gy = gy,h-gx-1
    grid2 = [[0] * h for _ in range(w)]
    for i in range(h):
        for j in range(w):
            grid2[j][h-i-1] = grid[i][j]
    h,w = w,h
    grid,grid2 = grid2,grid

    return sx,sy,gx,gy,h,w,grid

while sx > gx or sy >= gy:
    sx,sy,gx,gy,h,w,grid = rotate(sx,sy,gx,gy,h,w,grid)

if sx == gx:
    for j in range(sy+1,gy):
        if grid[sx][j] == 1:
            grid[sx][j] = 2
    if sx+1 == h:
        pass
    else:
        for j in range(sy, gy+1):
            if grid[sx+1][j] == 1:
                grid[sx+1][j] = 3
else:
    for j in range(sy+1,gy+1):
        if grid[sx][j] == 1:
            grid[sx][j] = 2
    for i in range(sx, gx):
        if grid[i][gy] == 1:
            grid[i][gy] = 2
    for j in range(sy, gy):
        if grid[sx+1][j] == 1:
            grid[sx+1][j] = 3
    for i in range(sx+1,gx+1):
        if grid[i][gy-1] == 1:
            grid[i][gy-1] = 3

# for i in grid:
#     print(i)

m = h*w+1
out0 = m-1
out1 = m*2-1
links = [set() for _ in range(m*2)] 
for i in range(h):
    for j in range(w):
        if grid[i][j] == 0:
            continue
        num = i*w+j
        for dx,dy in zip([-1,-1,-1,0,0,1,1,1],[-1,0,1,-1,1,-1,0,1]):
            dx += i
            dy += j
            if (dx,dy) in [(-1,j), (i,-1), (i,w)]:
                # links[num].add(out0)
                links[num+m].add(out1)
                links[out0].add(num)
                # links[out1].add(num+m)
            elif (dx,dy) == (h,j):
                if grid[i][j] == 2:
                    links[num].add(out1)
                    # links[num+m].add(out0)
                    # links[out1].add(num)
                    links[out0].add(num+m)
                else:
                    # links[num].add(out0)
                    links[num+m].add(out1)
                    links[out0].add(num)
                    # links[out1].add(num+m)
            elif 0 <= dx < h and 0 <= dy < w:
                if grid[dx][dy] == 0:
                    continue
                if grid[i][j] * grid[dx][dy] == 6:
                    links[num].add(dx*w+dy + m)
                    links[num + m].add(dx*w+dy)
                else:
                    # print(i,j,dx,dy,num)
                    links[num].add(dx*w+dy)
                    links[num + m].add(dx*w+dy + m)

for i in range(m*2):
    links[i] = list(links[i])

starts = []
for i in range(h):
    for j in range(w):
        if grid[i][j] == 2:
            starts.append(i*w+j)

ng_block = [0] * (m*2)
lim = 10**8
def dfs(root):
    goal = root + m
    dep = [lim] * m*2
    cnt = [0] * m*2
    dep[root] = 0
    cnt[root] = 1

    stack = [root]
    go_next = True
    while stack and go_next:
        stack2 = []
        while stack:
            i = stack.pop()
            for j in links[i]:
                if ng_block[j] == 1:
                    continue
                if i == goal:
                    go_next = False
                if dep[j] == lim:
                    dep[j] = dep[i] + 1
                    cnt[j] += cnt[i]
                    cnt[i] %= mod
                    stack2.append(j)
                elif dep[j] == dep[i] + 1:
                    cnt[j] += cnt[i]
                    cnt[j] %= mod
        stack2,stack = stack,stack2
    #debug
    # if dep[goal] != -1:
    #     print(root)
    #     for i in range(h):
    #         print(dep[i*w:i*w+w])
    #     print(dep[m-1])
    #     for i in range(h):
    #         print(dep[i*w+m:i*w+w+m])
    #     print(dep[m-1+m])
    #     print('')
    #     for i in range(h):
    #         print(cnt[i*w:i*w+w])
    #     print(cnt[m-1])
    #     for i in range(h):
    #         print(cnt[i*w+m:i*w+w+m])
    #     print(cnt[m-1+m])
    #     print('')
        
    return dep,cnt

lim = 10**8
# 外周
dep,cnt = dfs(m-1)
n = dep[m*2-1] - 1
r = cnt[m*2-1]
div2 = pow(2,mod-2,mod)
# print(n,r)

corner = {}
if min(h,w) != 2:
    corner = {w:1,
            w-2:w*2-1,
            w*(h-1)+1:w*(h-2),
            w*(h-1)-1:w*h-2,}

#テストケースをhackしますごめんなさい
if h*w < 1000:
    for j in range(1,w-1):
        corner[j] = j+1
    for j in range(w-2,1,-1):
        corner[(h-1)*w+j] = (h-1)*w+j-1
    for i in range(1,h-1):
        corner[i*w+w-1] = (i+1)*w+w-1
    for i in range(h-2,1,-1):
        corner[i*w] = (i-1)*w

for x,y in corner.items():
    xi = x // w
    xj = x % w
    yi = y // w
    yj = y % w
    if grid[xi][xj] * grid[yi][yj] == 0:
        continue
    dep,cnt = dfs(x)
    if dep[x+m] < n:
        r = 0
        break
    elif dep[x+m] > n:
        continue
    
    if grid[xi][xj] * grid[yi][yj] == 6:
        if dep[y] == dep[x+m]-1:
            r -= cnt[y] * 2
            r %= mod
    else:
        if dep[y+m] == dep[x+m]-1:
            r -= cnt[y+m] * 2
            r %= mod
else:
    r *= div2
    r %= mod

# print(n,r)

for x in starts:
    i = x // w
    j = x % w
    dep,cnt = dfs(x)
    ng_block[x] = 1
    ng_block[x+m] = 1
    if dep[x+m] < n:
        n = dep[x+m]
        r = cnt[x+m] * div2
        r %= mod
    elif dep[x+m] == n:
        r += cnt[x+m] * div2
        r %= mod

if n >= lim-1:
    print('No')
else:
    print('Yes')
    print('{} {}'.format(n,r))","mod = 998244353
h,w = map(int,input().split())
grid = [[0] * w for _ in range(h)]
sx,sy = 0,0
gx,gy = 0,0
for i in range(h):
    ci = input()
    for j in range(w):
        if ci[j] == '.':
            grid[i][j] = 1
        elif ci[j] == 'S':
            sx,sy = i,j
        elif ci[j] == 'G':
            gx,gy = i,j

def rotate(sx,sy,gx,gy,h,w,grid):
    sx,sy = sy,h-sx-1
    gx,gy = gy,h-gx-1
    grid2 = [[0] * h for _ in range(w)]
    for i in range(h):
        for j in range(w):
            grid2[j][h-i-1] = grid[i][j]
    h,w = w,h
    grid,grid2 = grid2,grid

    return sx,sy,gx,gy,h,w,grid

while sx > gx or sy >= gy:
    sx,sy,gx,gy,h,w,grid = rotate(sx,sy,gx,gy,h,w,grid)

if sx == gx:
    for j in range(sy+1,gy):
        if grid[sx][j] == 1:
            grid[sx][j] = 2
    if sx+1 == h:
        pass
    else:
        for j in range(sy, gy+1):
            if grid[sx+1][j] == 1:
                grid[sx+1][j] = 3
else:
    for j in range(sy+1,gy+1):
        if grid[sx][j] == 1:
            grid[sx][j] = 2
    for i in range(sx, gx):
        if grid[i][gy] == 1:
            grid[i][gy] = 2
    for j in range(sy, gy):
        if grid[sx+1][j] == 1:
            grid[sx+1][j] = 3
    for i in range(sx+1,gx+1):
        if grid[i][gy-1] == 1:
            grid[i][gy-1] = 3

# for i in grid:
#     print(i)

m = h*w+1
out0 = m-1
out1 = m*2-1
links = [set() for _ in range(m*2)] 
for i in range(h):
    for j in range(w):
        if grid[i][j] == 0:
            continue
        num = i*w+j
        for dx,dy in zip([-1,-1,-1,0,0,1,1,1],[-1,0,1,-1,1,-1,0,1]):
            dx += i
            dy += j
            if (dx,dy) in [(-1,j), (i,-1), (i,w)]:
                # links[num].add(out0)
                links[num+m].add(out1)
                links[out0].add(num)
                # links[out1].add(num+m)
            elif (dx,dy) == (h,j):
                if grid[i][j] == 2:
                    links[num].add(out1)
                    # links[num+m].add(out0)
                    # links[out1].add(num)
                    links[out0].add(num+m)
                else:
                    # links[num].add(out0)
                    links[num+m].add(out1)
                    links[out0].add(num)
                    # links[out1].add(num+m)
            elif 0 <= dx < h and 0 <= dy < w:
                if grid[dx][dy] == 0:
                    continue
                if grid[i][j] * grid[dx][dy] == 6:
                    links[num].add(dx*w+dy + m)
                    links[num + m].add(dx*w+dy)
                else:
                    # print(i,j,dx,dy,num)
                    links[num].add(dx*w+dy)
                    links[num + m].add(dx*w+dy + m)

for i in range(m*2):
    links[i] = list(links[i])

starts = []
for i in range(h):
    for j in range(w):
        if grid[i][j] == 2:
            starts.append(i*w+j)

ng_block = [0] * (m*2)
lim = 10**8
def dfs(root):
    goal = root + m
    dep = [lim] * m*2
    cnt = [0] * m*2
    dep[root] = 0
    cnt[root] = 1

    stack = [root]
    go_next = True
    while stack and go_next:
        stack2 = []
        while stack:
            i = stack.pop()
            for j in links[i]:
                if ng_block[j] == 1:
                    continue
                if i == goal:
                    go_next = False
                if dep[j] == lim:
                    dep[j] = dep[i] + 1
                    cnt[j] += cnt[i]
                    cnt[i] %= mod
                    stack2.append(j)
                elif dep[j] == dep[i] + 1:
                    cnt[j] += cnt[i]
                    cnt[j] %= mod
        stack2,stack = stack,stack2
    #debug
    # if dep[goal] != -1:
    #     print(root)
    #     for i in range(h):
    #         print(dep[i*w:i*w+w])
    #     print(dep[m-1])
    #     for i in range(h):
    #         print(dep[i*w+m:i*w+w+m])
    #     print(dep[m-1+m])
    #     print('')
    #     for i in range(h):
    #         print(cnt[i*w:i*w+w])
    #     print(cnt[m-1])
    #     for i in range(h):
    #         print(cnt[i*w+m:i*w+w+m])
    #     print(cnt[m-1+m])
    #     print('')
        
    return dep,cnt

lim = 10**8
# 外周
dep,cnt = dfs(m-1)
n = dep[m*2-1] - 1
r = cnt[m*2-1]
div2 = pow(2,mod-2,mod)
# print(n,r)

corner = {}
if min(h,w) != 2:
    corner = {w:1,
            w-2:w*2-1,
            w*(h-1)+1:w*(h-2),
            w*(h-1)-1:w*h-2,}

#テストケースをhackしますごめんなさい
if h*w < 200:
    for j in range(1,w-1):
        corner[j] = j+1
    for j in range(w-2,1,-1):
        corner[(h-1)*w+j] = (h-1)*w+j-1
    for i in range(1,h-1):
        corner[i*w+w-1] = (i+1)*w+w-1
    for i in range(h-2,1,-1):
        corner[i*w] = (i-1)*w

for x,y in corner.items():
    xi = x // w
    xj = x % w
    yi = y // w
    yj = y % w
    if grid[xi][xj] * grid[yi][yj] == 0:
        continue
    dep,cnt = dfs(x)
    if dep[x+m] < n:
        r = 0
        break
    elif dep[x+m] > n:
        continue
    
    if grid[xi][xj] * grid[yi][yj] == 6:
        if dep[y] == dep[x+m]-1:
            r -= cnt[y] * 2
            r %= mod
    else:
        if dep[y+m] == dep[x+m]-1:
            r -= cnt[y+m] * 2
            r %= mod
else:
    r *= div2
    r %= mod

# print(n,r)

for x in starts:
    i = x // w
    j = x % w
    dep,cnt = dfs(x)
    ng_block[x] = 1
    ng_block[x+m] = 1
    if dep[x+m] < n:
        n = dep[x+m]
        r = cnt[x+m] * div2
        r %= mod
    elif dep[x+m] == n:
        r += cnt[x+m] * div2
        r %= mod

if n >= lim-1:
    print('No')
else:
    print('Yes')
    print('{} {}'.format(n,r))",171,h,abc243_h/30174663,2022-03-12,3884
